,G_loss,G_GAN_loss,G_L1_loss,D_loss_real,D_loss_fake,D_loss
0,11.955481246948242,1.4697830367684364,10.485698197364806,0.5080252833217382,0.4926275271624327,0.5003264055550098
1,12.412858108520508,1.3230657367706298,11.089792377471923,0.5529857727885247,0.5133540156781673,0.5331698924899101
2,12.38827124786377,1.234259262740612,11.154011985778808,0.5731781436130404,0.5330092794597149,0.5530937110185623
3,12.202265796661377,1.1599895433783531,11.042276260375976,0.5934644124433398,0.5497736764848232,0.5716190462112427
4,12.04391510772705,1.1565197781920433,10.887395343780518,0.5877606809213758,0.5445711395442486,0.5661659100353718
5,11.949272762298584,1.1404706285595894,10.808802124023437,0.5978547383584082,0.5503414357304574,0.5740980869531631
6,11.854220378875732,1.1381450111865998,10.716075366973877,0.5970752875506878,0.5491657953858375,0.573120542049408
7,11.782164505004882,1.1231122526526451,10.65905223274231,0.6025975388213992,0.5501768857836723,0.5763872132003307
8,11.695646060943604,1.1203217262625693,10.575324314117431,0.5967641440480947,0.5501391656696797,0.5734516541659832
9,11.623707601547242,1.1246086974740028,10.499098888397217,0.6006558947116136,0.5484230413436889,0.5745394679605961
10,11.552832794189452,1.129591079890728,10.423241710662841,0.593840211108327,0.5500865847468376,0.5719633984565735
11,11.496713661193848,1.126845375597477,10.369868278503418,0.5944914520829916,0.5528728045225143,0.5736821282207966
12,11.433999364852905,1.1393010765910148,10.294698293685913,0.5927056632265448,0.5453899510204792,0.5690478069782257
13,11.3202252368927,1.1514029316306114,10.168822294235229,0.5830148824565112,0.5405858387053013,0.5618003608882427
14,11.227499904632568,1.1638764675855637,10.063623445510864,0.580210034660995,0.5399780155718327,0.5600940242707729
15,11.145170663833618,1.16392524933815,9.981245391845704,0.5776127651408315,0.5407556328177452,0.5591842007935047
16,11.063303895950318,1.162210425198078,9.90109345626831,0.5816396620795131,0.5469616225361824,0.5643006422519684
17,10.922314004898071,1.1664767313599587,9.7558372631073,0.5787303339987994,0.5437629988789558,0.5612466663122178
18,10.831985429763794,1.1638092703223228,9.668176137924194,0.5778782402351499,0.5431159110069275,0.5604970754384995
19,10.717978670120239,1.1645014357566834,9.553477254867554,0.5746265338510275,0.5474860198497772,0.5610562770962715
20,10.623421575546265,1.1868014656305312,9.43662010383606,0.5726659158095717,0.5441427319645882,0.5584043239057064
21,10.494631582260132,1.1898391666412353,9.304792428016663,0.5703268895968795,0.5449446322619915,0.5576357606351375
22,10.380694919586182,1.1935170500278474,9.187177884101867,0.5773396517336369,0.5488011163175106,0.5630703844726086
23,10.285535551071167,1.2060543575286866,9.079481196403503,0.5605467702969908,0.5362061852812767,0.5483764778971673
24,10.142674152374267,1.1973874211907387,8.945286717414856,0.5730041527450085,0.5481367219686508,0.560570437759161
25,10.063987594604493,1.2166617708802223,8.847325828552247,0.5622139112055302,0.5409552561938763,0.5515845840573311
26,10.003946024894715,1.2383772820234298,8.765568742752075,0.5587391588687897,0.5361120418608188,0.547425599783659
27,9.893928384780883,1.256619503378868,8.637308897018432,0.5686864350736142,0.5466588417291641,0.5576726394891739
28,9.775408025741577,1.2428173875808717,8.532590620040894,0.5462988563477993,0.5274268158376217,0.5368628368973732
29,9.70692223739624,1.2600977092385293,8.446824509620667,0.5467498570457101,0.5307989195585251,0.5387743880748749
30,9.629373750686646,1.274482566833496,8.354891184806824,0.5701222114413976,0.5541575401127339,0.5621398751139641
31,9.576440421104431,1.2882945738434792,8.288145843505859,0.5378923355937004,0.5191613296419382,0.5285268326103687
32,9.467222499847413,1.3029854320883751,8.16423708152771,0.5404516470581293,0.5278254328370094,0.5341385394334793
33,9.442511526107788,1.3406492671370507,8.101862250328065,0.5290943038985133,0.5146291326582432,0.521861718595028
34,9.39343678665161,1.3900153802037238,8.003421404838562,0.5627696300223469,0.5499771879017353,0.5563734084963798
35,9.57519163608551,1.5955578261613845,7.9796337947845455,0.4647184679806232,0.46322781199216845,0.4639731396138668
36,9.435615791320801,1.5969912753105164,7.838624507904052,0.4733791314586997,0.4654410702437162,0.46941010120511056
37,9.442750422477722,1.6486275836229325,7.794122833251953,0.45537633276358247,0.4508885546401143,0.4531324435174465
38,9.318557105064393,1.6182067100405693,7.700350378990174,0.5026606357097626,0.4985920732617378,0.5006263554990291
39,9.418287185668945,1.7592904687821864,7.658996715545654,0.434563459187746,0.4326493048071861,0.43360638225078585
40,9.282738127708434,1.7258434966802596,7.556894640922547,0.5003197521977126,0.5075191354304552,0.5039194442629814
41,9.171933329582215,1.644397978425026,7.527535364151001,0.43082025167346,0.4259564837962389,0.4283883677124977
42,9.239350895881653,1.7620328879356384,7.477318005561829,0.4316504904031754,0.43183239187300204,0.4317414413690567
43,9.10134125995636,1.7144441552758216,7.386897096633911,0.48216392010077835,0.48172459998726846,0.481944259762764
44,9.06173325920105,1.7255983201265335,7.336134958267212,0.43833398643881083,0.42894720393419267,0.4336405941545963
45,9.049976243019104,1.7613839612603188,7.288592280387879,0.4469094536751509,0.4463728815615177,0.4466411678195
46,8.938478164672851,1.7138647827357054,7.224613382339477,0.4886321315020323,0.4804183691795915,0.4845252504646778
47,8.89595022392273,1.714644799888134,7.18130541229248,0.46352066088467836,0.457972568154335,0.46074661502242087
48,8.877869853019714,1.7276656564325095,7.150204197883606,0.4724185191188008,0.4659790071099997,0.46919876292347906
49,8.796289253234864,1.7161359456777572,7.080153300285339,0.4789784944392741,0.47393368251621726,0.47645608928799627
50,8.778976793289184,1.736265793800354,7.042710998535156,0.44291814824938774,0.4357316526398063,0.43932490041851996
51,8.748390154838562,1.7661156833171845,6.982274450302124,0.45670322674512864,0.4471611743941903,0.4519322004020214
52,8.670201902389527,1.735375465810299,6.934826441764832,0.47503005169704554,0.4692137142568827,0.47212188243865966
53,8.61412164592743,1.7006952015161514,6.913426420211792,0.5191520198434592,0.519597393706441,0.5193747062087058
54,8.60850191783905,1.7316927433609963,6.876809168815613,0.44634095491468906,0.4437353693544865,0.4450381627678871
55,8.524590649604797,1.6797019670009612,6.844888686180115,0.502991955768317,0.4997531102821231,0.5013725324869156
56,8.506203350067139,1.71722846275568,6.788974872589112,0.4622935699597001,0.4563704631440341,0.4593320171535015
57,8.453859246253968,1.7169485887289047,6.7369106578826905,0.46409991547465324,0.46196293769031765,0.4630314270555973
58,8.393624364852906,1.6993653565645217,6.694258992195129,0.500604834601283,0.5034799111895263,0.5020423735380173
59,8.40292988872528,1.7307117470428348,6.672218146324158,0.47250417645648124,0.4677821074053645,0.47014314264059065
60,8.425385643005372,1.7344048114717006,6.690980818748474,0.46236584620177745,0.45718053663522007,0.4597731909453869
61,8.32777125453949,1.7287016370892525,6.5990696058273315,0.4915082177147269,0.4794223484173417,0.48546528309583664
62,8.293130910873414,1.7254994728565216,6.567631427764892,0.48257535622641445,0.4805707226321101,0.48157303854823114
63,8.280560722351074,1.7486099189519881,6.53195080947876,0.510043185904622,0.501495879098773,0.5057695338428021
64,8.234995380401612,1.7315517725944518,6.503443618774414,0.45639448323845866,0.44794971049577,0.45217209580540657
65,8.192953644752503,1.7435493758916856,6.44940426158905,0.4769969163686037,0.47128303871303795,0.47413997700810434
66,8.226556686401366,1.78800396245718,6.4385527362823485,0.5390640308596194,0.5418910879269242,0.5404775609970093
67,8.223502487182618,1.7223640608787536,6.501138430595398,0.44062167644128203,0.4368102536201477,0.4387159652709961
68,8.144666601181031,1.7609591493606567,6.383707438468933,0.4511727305650711,0.44317533680051563,0.44717403411865236
69,8.144524181365966,1.7633127610087396,6.381211428642273,0.48778511258214713,0.48389783120155333,0.4858414715230465
70,8.095495429039001,1.7540724339485168,6.341422996520996,0.45853522975742816,0.45944121038168667,0.4589882200062275
71,8.09559986782074,1.7896259759664535,6.305973902702331,0.45916630590334534,0.4591400387138128,0.45915317243337633
72,8.090868886947632,1.814695312857628,6.276173574447632,0.5175022346787155,0.52229468947649,0.5198984626233578
73,7.95660023021698,1.7249163367152214,6.231683884620667,0.4511828626021743,0.44242374574393034,0.4468033034801483
74,8.055095145225525,1.8285317575335502,6.226563400268555,0.447170830629766,0.44731488774716854,0.4472428592741489
75,7.970514963150024,1.7546544177532195,6.215860542297364,0.505834267301485,0.4943811397254467,0.5001077040433883
76,8.02140371131897,1.82734007024765,6.1940636510849,0.44263716623559596,0.4298565247952938,0.4362468455731869
77,7.9734672861099245,1.8103594940900802,6.163107792854309,0.5090837959460914,0.501149772927165,0.505116784453392
78,7.891961985588074,1.7640016156435012,6.127960370063782,0.46986621780321003,0.46749728541076185,0.4686817524135113
79,7.927950407981872,1.8109349734187126,6.117015449523926,0.449098082665354,0.4448560243472457,0.4469770538508892
80,7.900873428344727,1.8235728713274002,6.077300549507141,0.47516774212941526,0.46508542144298554,0.47012658229470256
81,7.874843029022217,1.8237910766601562,6.0510519580841065,0.4933674749657512,0.4977002262324095,0.49553385004401207
82,7.889044260025025,1.8061294522881508,6.082914801597595,0.43474239110574125,0.42719353894889356,0.43096796479821203
83,7.863018092155457,1.824299670934677,6.038718406677246,0.46078248345851897,0.45847251423448326,0.45962749779224393
84,7.82125902557373,1.8299281857609748,5.991330841064453,0.45903114519268273,0.45261902423948047,0.4558250848054886
85,7.944757513046264,1.857545988202095,6.087211537361145,0.47555599762126805,0.47317806916683913,0.4743670334517956
86,7.792546050071716,1.8376616905927659,5.954884370803833,0.44941848307475446,0.44416272290796044,0.44679060369729995
87,7.985039463996888,1.8901124680638313,6.094926985740662,0.4842396680414677,0.4797145845741034,0.4819771265089512
88,7.834813077926635,1.863153082370758,5.971659999847412,0.4269871690757573,0.4211477053835988,0.424067437261343
89,7.729241220474243,1.853837343633175,5.8754038820266725,0.45577295424044134,0.4484927325844765,0.45213284334540366
90,7.6977859354019165,1.8372816041111946,5.8605043258667,0.5156428674161434,0.5102289116457105,0.5129358901679516
91,7.63458166885376,1.8027861560583114,5.831795506477356,0.44103921403735874,0.4372996756434441,0.4391694457530975
92,7.747227366447449,1.8921308302283286,5.855096556663513,0.4396251455396414,0.43775320156104863,0.43868917295336723
93,7.709761197090149,1.86059316021204,5.849168029785156,0.4923788658827543,0.4927260702326894,0.49255246871709824
94,7.720070904731751,1.8761868550181389,5.843884075164795,0.47927487871423363,0.4724957763701677,0.4758853267133236
95,7.667869289398193,1.8463813807964324,5.821487903594971,0.4351279585137963,0.43192635276168584,0.43352715560793875
96,7.797064187049866,1.9062916584014893,5.890772521972656,0.4802412546724081,0.4809943232424557,0.4806177878379822
97,7.671857471466065,1.8824295910000801,5.789427872657776,0.4301851191855967,0.42787223222106696,0.4290286760032177
98,7.852670978546143,1.9425009872317314,5.910169979095459,0.43177415274456143,0.42938554257899525,0.43057984808087346
99,7.560824501037597,1.839278314292431,5.7215461893081665,0.4908951830733567,0.49887499225884674,0.49488508769869805
